"pick_rgn2_nm","day_of_reg","hour_reg","is_rain","is_holiday","most_rf_x","percent_rf"
"강북구","토요일",10,0,1,"1.1",33.3333333333333
"강북구","토요일",10,1,1,"0.9",33.3333333333333
"강북구","토요일",11,0,1,"0.9",35.7142857142857
"강북구","토요일",11,1,1,"1",50
"강북구","토요일",12,0,1,"1",38.4615384615385
"강북구","토요일",12,1,1,"1",60
"강북구","토요일",13,0,1,"1",40
"강북구","토요일",13,1,1,"0.9",50
"강북구","토요일",14,0,1,"0.9",41.1764705882353
"강북구","토요일",15,0,1,"1",47.0588235294118
"강북구","토요일",15,1,1,"1",100
"강북구","토요일",16,0,1,"1.1",38.8888888888889
"강북구","토요일",17,0,1,"1",66.6666666666667
"강북구","토요일",18,0,1,"1",66.6666666666667
"강북구","토요일",19,0,1,"1",50
"강북구","토요일",20,0,1,"1",44.4444444444444
"강북구","토요일",21,0,1,"1",44.4444444444444
"강북구","토요일",22,0,1,"1",38.8888888888889
"강북구","토요일",23,0,1,"1",33.3333333333333
"강북구","화요일",9,0,0,"0.8",35.2941176470588
"강북구","화요일",9,0,1,"0.9",100
"강북구","화요일",9,1,0,"0.9",100
"강북구","화요일",10,0,0,"0.8",23.5294117647059
"강북구","화요일",10,0,1,"0.8",100
"강북구","화요일",10,1,0,"0.9",100
"강북구","화요일",11,0,0,"1",31.25
"강북구","화요일",11,0,1,"1.3",100
"강북구","화요일",11,1,0,"0.9",50
"강북구","화요일",12,0,0,"0.9",35.2941176470588
"강북구","화요일",12,0,1,"0.9",100
"강북구","화요일",12,1,0,"0.8",100
"강북구","화요일",13,0,0,"1",29.4117647058824
"강북구","화요일",13,0,1,"0.9",100
"강북구","화요일",13,1,0,"1",100
"강북구","화요일",14,0,0,"0.9",56.25
"강북구","화요일",14,0,1,"1",100
"강북구","화요일",14,1,0,"0.8",50
"강북구","화요일",15,0,0,"0.9",33.3333333333333
"강북구","화요일",15,0,1,"1",100
"강북구","화요일",16,0,0,"0.9",44.4444444444444
"강북구","화요일",16,0,1,"1",100
"강북구","화요일",17,0,0,"0.9",38.8888888888889
"강북구","화요일",17,0,1,"0.9",100
"강북구","화요일",18,0,0,"1",55.5555555555556
"강북구","화요일",18,0,1,"1.1",100
"강북구","화요일",19,0,0,"1",66.6666666666667
"강북구","화요일",19,0,1,"1",100
"강북구","화요일",20,0,0,"1",50
"강북구","화요일",20,0,1,"1",100
"강북구","화요일",21,0,0,"1",35.2941176470588
"강북구","화요일",21,0,1,"1",100
"강북구","화요일",21,1,0,"0.9",100
"강북구","화요일",22,0,0,"1",35.2941176470588
"강북구","화요일",22,0,1,"0.9",100
"강북구","화요일",22,1,0,"0.9",100
"강북구","화요일",23,0,0,"0.9",41.1764705882353
"강북구","화요일",23,0,1,"0.8",100
"강북구","화요일",23,1,0,"0.8",100
"강서구","금요일",9,0,0,"1",42.8571428571429
"강서구","금요일",9,1,0,"1",100
"강서구","금요일",9,1,1,"1.7",100
"강서구","금요일",10,0,0,"1.1",31.25
"강서구","금요일",11,0,0,"1",50
"강서구","금요일",12,0,0,"1",46.6666666666667
"강서구","금요일",12,0,1,"1",100
"강서구","금요일",12,1,0,"1",100
"강서구","금요일",13,0,0,"1",43.75
"강서구","금요일",13,0,1,"1.1",100
"강서구","금요일",14,0,0,"1",47.0588235294118
"강서구","금요일",15,0,0,"1",62.5
"강서구","금요일",15,1,1,"2.1",100
"강서구","금요일",16,0,0,"0.9",35.2941176470588
"강서구","금요일",17,0,0,"1",41.1764705882353
"강서구","금요일",17,1,1,"1.4",100
"강서구","금요일",18,0,0,"1",43.75
"강서구","금요일",18,1,1,"1.2",100
"강서구","금요일",19,0,0,"1",52.9411764705882
"강서구","금요일",20,0,0,"1",41.1764705882353
"강서구","금요일",21,0,0,"1",40
"강서구","금요일",21,1,0,"0.9",50
"강서구","금요일",21,1,1,"1.3",100
"강서구","금요일",22,0,0,"0.9",43.75
"강서구","금요일",22,1,1,"1.4",100
"강서구","금요일",23,0,0,"1",40
"강서구","금요일",23,1,0,"1",50
"강서구","금요일",23,1,1,"1.3",100
"강서구","목요일",9,0,0,"0.9",38.8888888888889
"강서구","목요일",9,1,0,"0.8",100
"강서구","목요일",10,0,0,"1",41.1764705882353
"강서구","목요일",10,1,0,"0.8",50
"강서구","목요일",11,0,0,"1",66.6666666666667
"강서구","목요일",11,1,0,"0.7",100
"강서구","목요일",12,0,0,"1",52.9411764705882
"강서구","목요일",12,1,0,"0.9",50
"강서구","목요일",13,0,0,"1",41.1764705882353
"강서구","목요일",13,1,0,"0.9",50
"강서구","목요일",14,0,0,"1",70.5882352941177
"강서구","목요일",14,1,0,"1",100
"강서구","목요일",15,0,0,"1",50
"강서구","목요일",15,1,0,"1.2",100
"강서구","목요일",16,0,0,"1",52.9411764705882
"강서구","목요일",16,1,0,"0.9",50
"강서구","목요일",17,0,0,"1",55.5555555555556
"강서구","목요일",17,1,0,"1",100
"강서구","목요일",18,0,0,"1",72.2222222222222
"강서구","목요일",18,1,0,"1",100
"강서구","목요일",19,0,0,"1",55.5555555555556
"강서구","목요일",19,1,0,"1",100
"강서구","목요일",20,0,0,"1",58.8235294117647
"강서구","목요일",20,1,0,"1.2",50
"강서구","목요일",21,0,0,"1",56.25
"강서구","목요일",21,1,0,"1.4",66.6666666666667
"강서구","목요일",22,0,0,"1",55.5555555555556
"강서구","목요일",22,1,0,"1.7",100
"강서구","목요일",23,0,0,"0.9",44.4444444444444
"강서구","목요일",23,1,0,"1.5",100
"강서구","수요일",9,0,0,"1",47.0588235294118
"강서구","수요일",9,0,1,"1",100
"강서구","수요일",9,1,0,"1.1",100
"강서구","수요일",10,0,0,"1",47.0588235294118
"강서구","수요일",10,0,1,"1",100
"강서구","수요일",10,1,0,"0.9",100
"강서구","수요일",11,0,0,"1",52.9411764705882
"강서구","수요일",11,0,1,"1",100
"강서구","수요일",11,1,0,"0.9",100
"강서구","수요일",12,0,0,"1",47.0588235294118
"강서구","수요일",12,0,1,"1",100
"강서구","수요일",12,1,0,"0.9",100
"강서구","수요일",13,0,0,"1.1",47.0588235294118
"강서구","수요일",13,0,1,"0.9",100
"강서구","수요일",13,1,0,"1",100
"강서구","수요일",14,0,0,"1",35.2941176470588
"강서구","수요일",14,0,1,"1",100
"강서구","수요일",14,1,0,"0.9",100
"강서구","수요일",15,0,0,"1",50
"강서구","수요일",15,0,1,"1",100
"강서구","수요일",16,0,0,"1",55.5555555555556
"강서구","수요일",16,0,1,"1",100
"강서구","수요일",17,0,0,"1",76.4705882352941
"강서구","수요일",17,0,1,"1.1",100
"강서구","수요일",17,1,0,"0.9",100
"강서구","수요일",18,0,0,"1",38.8888888888889
"강서구","수요일",18,0,1,"1",100
"강서구","수요일",19,0,0,"1",61.1111111111111
"강서구","수요일",19,0,1,"1",100
"강서구","수요일",20,0,0,"1",61.1111111111111
"강서구","수요일",20,0,1,"1.2",100
"강서구","수요일",21,0,0,"1",47.0588235294118
"강서구","수요일",21,0,1,"1.1",100
"강서구","수요일",21,1,0,"1",100
"강서구","수요일",22,0,0,"1",55.5555555555556
"강서구","수요일",22,0,1,"1.1",100
"강서구","수요일",23,0,0,"1.1",38.8888888888889
"강서구","수요일",23,0,1,"0.9",100
"강서구","월요일",9,0,0,"0.9",31.25
"강서구","월요일",9,0,1,"0.9",50
"강서구","월요일",9,1,0,"1.1",100
"강서구","월요일",10,0,0,"1",50
"강서구","월요일",10,0,1,"1.1",100
"강서구","월요일",10,1,0,"1",100
"강서구","월요일",11,0,0,"1",58.8235294117647
"강서구","월요일",11,0,1,"0.9",50
"강서구","월요일",12,0,0,"1",52.9411764705882
"강서구","월요일",12,0,1,"1.1",100
"강서구","월요일",13,0,0,"1",52.9411764705882
"강서구","월요일",13,0,1,"1",50
"강서구","월요일",14,0,0,"0.9",41.1764705882353
"강서구","월요일",14,0,1,"1",50
"강서구","월요일",15,0,0,"1",47.0588235294118
"강서구","월요일",15,0,1,"1",50
"강서구","월요일",16,0,0,"1",52.9411764705882
"강서구","월요일",16,0,1,"1",50
"강서구","월요일",17,0,0,"1",58.8235294117647
"강서구","월요일",17,0,1,"1",50
"강서구","월요일",18,0,0,"1",76.4705882352941
"강서구","월요일",18,0,1,"1.2",50
"강서구","월요일",19,0,0,"1",64.7058823529412
"강서구","월요일",19,0,1,"1",50
"강서구","월요일",20,0,0,"1",52.9411764705882
"강서구","월요일",20,0,1,"1.1",50
"강서구","월요일",21,0,0,"1",41.1764705882353
"강서구","월요일",21,0,1,"1.2",100
"강서구","월요일",22,0,0,"1",52.9411764705882
"강서구","월요일",22,0,1,"1.2",50
"강서구","월요일",23,0,0,"0.9",41.1764705882353
"강서구","월요일",23,0,1,"1.1",50
"강서구","일요일",9,0,1,"1",25
"강서구","일요일",9,1,1,"0.8",33.3333333333333
"강서구","일요일",10,0,1,"1",50
"강서구","일요일",10,1,1,"0.8",100
"강서구","일요일",11,0,1,"1",38.8888888888889
"강서구","일요일",11,1,1,"0.9",100
"강서구","일요일",12,0,1,"1",58.8235294117647
"강서구","일요일",12,1,1,"0.9",50
"강서구","일요일",13,0,1,"1",44.4444444444444
"강서구","일요일",13,1,1,"0.9",100
"강서구","일요일",14,0,1,"1",50
"강서구","일요일",14,1,1,"1",100
"강서구","일요일",15,0,1,"1",52.9411764705882
"강서구","일요일",15,1,1,"1.1",100
"강서구","일요일",16,0,1,"1",66.6666666666667
"강서구","일요일",16,1,1,"1",100
"강서구","일요일",17,0,1,"1",61.1111111111111
"강서구","일요일",17,1,1,"1",100
"강서구","일요일",18,0,1,"1",72.2222222222222
"강서구","일요일",18,1,1,"1",100
"강서구","일요일",19,0,1,"1",44.4444444444444
"강서구","일요일",19,1,1,"1",100
"강서구","일요일",20,0,1,"1",72.2222222222222
"강서구","일요일",20,1,1,"0.9",100
"강서구","일요일",21,0,1,"1",58.8235294117647
"강서구","일요일",21,1,1,"1",50
"강서구","일요일",22,0,1,"1",44.4444444444444
"강서구","일요일",22,1,1,"1",100
"강서구","일요일",23,0,1,"0.9",38.8888888888889
"강서구","일요일",23,1,1,"0.8",100
"강서구","토요일",9,0,1,"1",28.5714285714286
"강서구","토요일",9,1,1,"1.1",50
"강서구","토요일",10,0,1,"1",40
"강서구","토요일",10,1,1,"0.9",33.3333333333333
"강서구","토요일",11,0,1,"1",64.2857142857143
"강서구","토요일",11,1,1,"0.9",50
"강서구","토요일",12,0,1,"1",61.5384615384615
"강서구","토요일",12,1,1,"0.9",40
"강서구","토요일",13,0,1,"1",53.3333333333333
"강서구","토요일",13,1,1,"0.9",50
"강서구","토요일",14,0,1,"1",47.0588235294118
"강서구","토요일",15,0,1,"1",52.9411764705882
"강서구","토요일",15,1,1,"1",100
"강서구","토요일",16,0,1,"1",55.5555555555556
"강서구","토요일",17,0,1,"1",55.5555555555556
"강서구","토요일",18,0,1,"1",72.2222222222222
"강서구","토요일",19,0,1,"1",61.1111111111111
"강서구","토요일",20,0,1,"1.1",50
"강서구","토요일",21,0,1,"1",50
"강서구","토요일",22,0,1,"1",61.1111111111111
"강서구","토요일",23,0,1,"1",44.4444444444444
"강서구","화요일",9,0,0,"1",35.2941176470588
"강서구","화요일",9,0,1,"0.9",100
"강서구","화요일",9,1,0,"1.1",100
"강서구","화요일",10,0,0,"1.1",29.4117647058824
"강서구","화요일",10,0,1,"1",100
"강서구","화요일",10,1,0,"0.9",100
"강서구","화요일",11,0,0,"1",43.75
"강서구","화요일",11,0,1,"1.2",100
"강서구","화요일",11,1,0,"0.9",50
"강서구","화요일",12,0,0,"1.1",41.1764705882353
"강서구","화요일",12,0,1,"1",100
"강서구","화요일",12,1,0,"1",100
"강서구","화요일",13,0,0,"1",47.0588235294118
"강서구","화요일",13,0,1,"1",100
"강서구","화요일",13,1,0,"1",100
"강서구","화요일",14,0,0,"1",50
"강서구","화요일",14,0,1,"1",100
"강서구","화요일",14,1,0,"0.9",50
"강서구","화요일",15,0,0,"0.9",38.8888888888889
"강서구","화요일",15,0,1,"1",100
"강서구","화요일",16,0,0,"1",44.4444444444444
"강서구","화요일",16,0,1,"1.1",100
"강서구","화요일",17,0,0,"1",44.4444444444444
"강서구","화요일",17,0,1,"1.1",100
"강서구","화요일",18,0,0,"1",72.2222222222222
"강서구","화요일",18,0,1,"1.1",100
"강서구","화요일",19,0,0,"1",55.5555555555556
"강서구","화요일",19,0,1,"1",100
"강서구","화요일",20,0,0,"1",72.2222222222222
"강서구","화요일",20,0,1,"1.1",100
"강서구","화요일",21,0,0,"1",58.8235294117647
"강서구","화요일",21,0,1,"1",100
"강서구","화요일",21,1,0,"0.9",100
"강서구","화요일",22,0,0,"1",52.9411764705882
"강서구","화요일",22,0,1,"0.8",100
"강서구","화요일",22,1,0,"0.9",100
"강서구","화요일",23,0,0,"0.9",35.2941176470588
"강서구","화요일",23,0,1,"0.7",100
"강서구","화요일",23,1,0,"1",100
"관악구","금요일",9,0,0,"1",42.8571428571429
"관악구","금요일",9,1,0,"0.8",100
"관악구","금요일",9,1,1,"1.8",100
"관악구","금요일",10,0,0,"1",31.25
"관악구","금요일",11,0,0,"1",37.5
"관악구","금요일",12,0,0,"1",53.3333333333333
"관악구","금요일",12,0,1,"1",100
"관악구","금요일",12,1,0,"0.9",100
"관악구","금요일",13,0,0,"1",50
"관악구","금요일",13,0,1,"1",100
"관악구","금요일",14,0,0,"1",35.2941176470588
"관악구","금요일",15,0,0,"0.9",43.75
"관악구","금요일",15,1,1,"2.2",100
"관악구","금요일",16,0,0,"1",41.1764705882353
"관악구","금요일",17,0,0,"0.9",41.1764705882353
"관악구","금요일",17,1,1,"1.5",100
"관악구","금요일",18,0,0,"1",31.25
"관악구","금요일",18,1,1,"1.1",100
"관악구","금요일",19,0,0,"1",41.1764705882353
"관악구","금요일",20,0,0,"1",29.4117647058824
"관악구","금요일",21,0,0,"1",26.6666666666667
"관악구","금요일",21,1,0,"1",50
"관악구","금요일",21,1,1,"1.3",100
"관악구","금요일",22,0,0,"0.9",31.25
"관악구","금요일",22,1,1,"1.1",100
"관악구","금요일",23,0,0,"1.1",33.3333333333333
"관악구","금요일",23,1,0,"1",50
"관악구","금요일",23,1,1,"1.4",100
"관악구","목요일",9,0,0,"1.1",38.8888888888889
"관악구","목요일",9,1,0,"0.9",100
"관악구","목요일",10,0,0,"0.9",35.2941176470588
"관악구","목요일",10,1,0,"0.9",100
"관악구","목요일",11,0,0,"1",38.8888888888889
"관악구","목요일",11,1,0,"0.6",100
"관악구","목요일",12,0,0,"1",41.1764705882353
"관악구","목요일",12,1,0,"0.7",50
"관악구","목요일",13,0,0,"1",47.0588235294118
"관악구","목요일",13,1,0,"0.9",100
"관악구","목요일",14,0,0,"1",35.2941176470588
"관악구","목요일",14,1,0,"0.7",50
"관악구","목요일",15,0,0,"1",44.4444444444444
"관악구","목요일",15,1,0,"1.1",100
"관악구","목요일",16,0,0,"1",35.2941176470588
"관악구","목요일",16,1,0,"0.9",50
"관악구","목요일",17,0,0,"1",66.6666666666667
"관악구","목요일",17,1,0,"0.8",100
"관악구","목요일",18,0,0,"1",66.6666666666667
"관악구","목요일",18,1,0,"0.9",100
"관악구","목요일",19,0,0,"1",61.1111111111111
"관악구","목요일",19,1,0,"0.9",100
"관악구","목요일",20,0,0,"1",58.8235294117647
"관악구","목요일",20,1,0,"1.1",100
"관악구","목요일",21,0,0,"1",37.5
"관악구","목요일",21,1,0,"0.9",33.3333333333333
"관악구","목요일",22,0,0,"1",44.4444444444444
"관악구","목요일",22,1,0,"1.3",100
"관악구","목요일",23,0,0,"1",33.3333333333333
"관악구","목요일",23,1,0,"1.1",100
"관악구","수요일",9,0,0,"1",41.1764705882353
"관악구","수요일",9,0,1,"0.9",100
"관악구","수요일",9,1,0,"0.8",100
"관악구","수요일",10,0,0,"1",47.0588235294118
"관악구","수요일",10,0,1,"1",100
"관악구","수요일",10,1,0,"0.9",100
"관악구","수요일",11,0,0,"1",58.8235294117647
"관악구","수요일",11,0,1,"1.1",100
"관악구","수요일",11,1,0,"0.9",100
"관악구","수요일",12,0,0,"1",58.8235294117647
"관악구","수요일",12,0,1,"1.1",100
"관악구","수요일",12,1,0,"0.9",100
"관악구","수요일",13,0,0,"1",47.0588235294118
"관악구","수요일",13,0,1,"1.1",100
"관악구","수요일",13,1,0,"0.8",100
"관악구","수요일",14,0,0,"0.9",41.1764705882353
"관악구","수요일",14,0,1,"1.1",100
"관악구","수요일",14,1,0,"0.9",100
"관악구","수요일",15,0,0,"1",50
"관악구","수요일",15,0,1,"1",100
"관악구","수요일",16,0,0,"1",61.1111111111111
"관악구","수요일",16,0,1,"1.1",100
"관악구","수요일",17,0,0,"1",47.0588235294118
"관악구","수요일",17,0,1,"1.1",100
"관악구","수요일",17,1,0,"0.9",100
"관악구","수요일",18,0,0,"1",50
"관악구","수요일",18,0,1,"1.1",100
"관악구","수요일",19,0,0,"1",55.5555555555556
"관악구","수요일",19,0,1,"1.3",100
"관악구","수요일",20,0,0,"1",72.2222222222222
"관악구","수요일",20,0,1,"1.2",100
"관악구","수요일",21,0,0,"1",47.0588235294118
"관악구","수요일",21,0,1,"1.3",100
"관악구","수요일",21,1,0,"1",100
"관악구","수요일",22,0,0,"1",38.8888888888889
"관악구","수요일",22,0,1,"1.2",100
"관악구","수요일",23,0,0,"1",55.5555555555556
"관악구","수요일",23,0,1,"1.2",100
"관악구","월요일",9,0,0,"1",50
"관악구","월요일",9,0,1,"0.9",50
"관악구","월요일",9,1,0,"0.8",100
"관악구","월요일",10,0,0,"1",25
"관악구","월요일",10,0,1,"0.9",50
"관악구","월요일",10,1,0,"0.9",100
"관악구","월요일",11,0,0,"1",58.8235294117647
"관악구","월요일",11,0,1,"1",100
"관악구","월요일",12,0,0,"1",47.0588235294118
"관악구","월요일",12,0,1,"1",50
"관악구","월요일",13,0,0,"1",41.1764705882353
"관악구","월요일",13,0,1,"0.9",50
"관악구","월요일",14,0,0,"1",52.9411764705882
"관악구","월요일",14,0,1,"1",50
"관악구","월요일",15,0,0,"0.9",35.2941176470588
"관악구","월요일",15,0,1,"1",50
"관악구","월요일",16,0,0,"1",52.9411764705882
"관악구","월요일",16,0,1,"0.9",50
"관악구","월요일",17,0,0,"0.9",41.1764705882353
"관악구","월요일",17,0,1,"0.9",50
"관악구","월요일",18,0,0,"1",64.7058823529412
"관악구","월요일",18,0,1,"1",50
"관악구","월요일",19,0,0,"1",58.8235294117647
"관악구","월요일",19,0,1,"0.9",50
"관악구","월요일",20,0,0,"1",47.0588235294118
"관악구","월요일",20,0,1,"0.9",50
"관악구","월요일",21,0,0,"1",58.8235294117647
"관악구","월요일",21,0,1,"0.9",50
"관악구","월요일",22,0,0,"1",58.8235294117647
"관악구","월요일",22,0,1,"1.1",100
"관악구","월요일",23,0,0,"1",52.9411764705882
"관악구","월요일",23,0,1,"1",50
